Node index:10
Pressure (psi):
-0.6398150324821472,-0.636222779750824,-0.6326391696929932,-0.6290543675422668,-0.625468373298645,-2.645287275314331,-2.647310972213745,-2.649334192276001,-2.6513545513153076,-2.653372049331665,-1.091436505317688,-1.089228868484497,-1.087019920349121,-1.0848102569580078,-1.0825999975204468,-1.0489214658737183,-1.0467867851257324,-1.044650912284851,-1.0425142049789429,-1.0403766632080078,1.2819355726242065,1.2893222570419312,1.2967100143432617,1.304098129272461,1.311486840248108,0.27006879448890686,0.2742689549922943,0.27846893668174744,0.2826687693595886,0.2868680953979492,1.0806610584259033,1.087768793106079,1.094809651374817,1.1018531322479248,1.1088989973068237,0.372909814119339,0.3784654140472412,0.38402870297431946,0.3895942270755768,0.395161896944046,0.8030202388763428,0.8097214102745056,0.8161759376525879,0.8226287961006165,0.8290853500366211,-0.2775043845176697,-0.2752140760421753,-0.27286338806152344,-0.2705131769180298,-0.26816338300704956,-0.19543226063251495,-0.1928289532661438,-0.19022661447525024,-0.1876247227191925,-0.18502269685268402,-0.5323925614356995,-0.5313015580177307,-0.5302112698554993,-0.5291217565536499,-0.5280328989028931,40.90427017211914,40.90626525878906,40.90825653076172,40.910247802734375,40.912235260009766,41.04238510131836,41.044517517089844,41.04664611816406,41.048770904541016,41.050899505615234,41.251800537109375,41.254127502441406,41.25645065307617,41.2587776184082,41.26110076904297,41.468955993652344,41.4714469909668,41.473934173583984,41.47642135620117,41.47890853881836,41.581268310546875,41.58397674560547,41.58663558959961,41.58929443359375,41.59195327758789,41.66950225830078,41.67220687866211,41.67491149902344,41.677616119384766,41.680320739746094,41.840728759765625,41.843536376953125,41.846343994140625,41.849151611328125,41.85195541381836,41.85529327392578,41.85810089111328,41.86090850830078,41.863712310791016,41.86651611328125,41.55680465698242,41.55941390991211,41.56202697753906,41.564640045166016,41.5672492980957,41.402679443359375,41.40516662597656,41.407649993896484,41.41013717651367,41.412620544433594,40.95522689819336,40.957183837890625,40.959144592285156,40.96110153198242,40.96305847167969,40.41433334350586,40.415748596191406,40.41716384887695,40.418582916259766,40.41999816894531,41.134185791015625,41.13664627075195,41.13911056518555,41.141571044921875,41.14403533935547,40.33013153076172,40.33176803588867,40.33341979980469,40.3350715637207,40.33672332763672,40.96089172363281,40.96312713623047,40.965354919433594,40.96757888793945,40.96980667114258,40.98683166503906,40.98904800415039,40.991268157958984,40.99348449707031,40.99570083618164,41.98885726928711,41.9918327331543,41.99481201171875,41.99778747558594,42.000762939453125,41.54218292236328,41.54462814331055,41.54706573486328,41.549503326416016,41.55194091796875,41.906429290771484,41.90939712524414,41.91236114501953,41.91532516479492,41.91828918457031,41.610076904296875,41.6129035949707,41.615726470947266,41.618553161621094,41.621376037597656,41.78828048706055,41.79121780395508,41.794151306152344,41.797088623046875,41.80002212524414,41.26060485839844,41.26270294189453,41.26479721069336,41.26689147949219,41.26898956298828,41.30623245239258,41.30836868286133,41.310508728027344,41.312644958496094,41.314781188964844,41.136817932128906,41.138702392578125,41.140586853027344,41.14247131347656,41.14435577392578,41.19633102416992,41.198280334472656,41.20022964477539,41.20218276977539,41.204132080078125,41.332008361816406,41.33409118652344,41.33617401123047,41.3382568359375,41.34033966064453,41.53798294067383,41.540260314941406,41.542537689208984,41.5448112487793,41.54708480834961,41.75183868408203,41.754276275634766,41.756710052490234,41.75914764404297,41.76158142089844,41.86252975463867,41.86519241333008,41.8677978515625,41.87040328979492,41.873008728027344,41.94949722290039,41.9521484375,41.95479965209961,41.95745086669922,41.96009826660156,42.118350982666016,42.1211051940918,42.12385940551758,42.126609802246094,42.129364013671875,42.13267135620117,42.13542175292969,42.1381721496582,42.14092254638672,42.143672943115234,41.838104248046875,41.84066390991211,41.843223571777344,41.84577941894531,41.84833908081055,41.68617248535156,41.6886100769043,41.6910400390625,41.69347381591797,41.16221237182617,41.16221618652344,40.804073333740234,40.80381393432617,40.803558349609375,40.80330276489258,40.80304718017578,40.342899322509766,40.342247009277344,40.34158706665039,40.340919494628906,40.34025192260742,40.74927520751953
Head (ft):
145.5233917236328,145.53167724609375,145.53994750976562,145.5482177734375,145.55650329589844,140.89501953125,140.89035034179688,140.88568115234375,140.88101196289062,140.87635803222656,144.48110961914062,144.4862060546875,144.49130249023438,144.49639892578125,144.50149536132812,144.5792236328125,144.5841522216797,144.58908081054688,144.59400939941406,144.5989532470703,149.9585418701172,149.9755859375,149.99264526367188,150.0096893310547,150.0267333984375,147.623291015625,147.6329803466797,147.64266967773438,147.65235900878906,147.66204833984375,149.4940185546875,149.5104217529297,149.52667236328125,149.54293823242188,149.55918884277344,147.86062622070312,147.87344360351562,147.88629150390625,147.89913940429688,147.9119873046875,148.853271484375,148.8687286376953,148.8836212158203,148.8985137939453,148.91342163085938,146.35955810546875,146.36483764648438,146.37026977539062,146.3756866455078,146.38111877441406,146.54896545410156,146.5549774169922,146.56097412109375,146.56698608398438,146.572998046875,145.77130126953125,145.77381896972656,145.77633666992188,145.7788543701172,145.7813720703125,241.4017333984375,241.40634155273438,241.4109344482422,241.41552734375,241.4201202392578,241.72048950195312,241.72540283203125,241.73031616210938,241.7352294921875,241.74012756347656,242.2037811279297,242.2091522216797,242.2145233154297,242.2198944091797,242.22525024414062,242.7049560546875,242.710693359375,242.71644592285156,242.72218322753906,242.72792053222656,242.9641571044922,242.97039794921875,242.97654724121094,242.98268127441406,242.9888153076172,243.16778564453125,243.1740264892578,243.18028259277344,243.18650817871094,243.1927490234375,243.56295776367188,243.56944274902344,243.57591247558594,243.5823974609375,243.5888671875,243.59657287597656,243.60304260253906,243.60952758789062,243.61599731445312,243.62246704101562,242.90769958496094,242.91372680664062,242.9197540283203,242.92578125,242.9318084716797,242.552001953125,242.5577392578125,242.5634765625,242.56919860839844,242.57493591308594,241.5193328857422,241.5238494873047,241.5283660888672,241.5328826904297,241.5373992919922,240.27102661132812,240.2742919921875,240.27755737304688,240.28082275390625,240.28408813476562,241.93234252929688,241.9380340576172,241.94371032714844,241.9493865966797,241.955078125,240.07669067382812,240.08047485351562,240.08428955078125,240.0880889892578,240.09190368652344,241.53240966796875,241.53756713867188,241.54270935058594,241.54783630371094,241.552978515625,241.59226989746094,241.59739685058594,241.60250854492188,241.6076202392578,241.6127471923828,243.90481567382812,243.91168212890625,243.91856384277344,243.92543029785156,243.9322967529297,242.87396240234375,242.8795928955078,242.88522338867188,242.89085388183594,242.89646911621094,243.71458435058594,243.721435546875,243.728271484375,243.73512268066406,243.74195861816406,243.0306396484375,243.03717041015625,243.04368591308594,243.05020141601562,243.0567169189453,243.44190979003906,243.4486846923828,243.45545959472656,243.4622344970703,243.46900939941406,242.22410583496094,242.22894287109375,242.23377990722656,242.23861694335938,242.2434539794922,242.32940673828125,242.33433532714844,242.3392791748047,242.34420776367188,242.34913635253906,241.93841552734375,241.94276428222656,241.94711303710938,241.9514617919922,241.955810546875,242.0757598876953,242.0802764892578,242.08477783203125,242.0892791748047,242.09376525878906,242.38890075683594,242.39370727539062,242.3985137939453,242.4033203125,242.4081268310547,242.8642578125,242.86952209472656,242.87477111816406,242.88002014160156,242.88526916503906,243.35780334472656,243.36343383789062,243.36904907226562,243.3746795654297,243.3802947998047,243.61326599121094,243.61941528320312,243.62542724609375,243.63143920898438,243.637451171875,243.81398010253906,243.82009887695312,243.8262176513672,243.83233642578125,243.8384552001953,244.20367431640625,244.21002197265625,244.2163848876953,244.2227325439453,244.2290802001953,244.23670959472656,244.24307250976562,244.24942016601562,244.25576782226562,244.26211547851562,243.55690002441406,243.56280517578125,243.56871032714844,243.57461547851562,243.5805206298828,243.20626831054688,243.21188354492188,243.21749877929688,243.22311401367188,241.9970245361328,241.99703979492188,241.1704864501953,241.16989135742188,241.16929626464844,241.16871643066406,241.16812133789062,240.1061553955078,240.1046600341797,240.10313415527344,240.10159301757812,240.1000518798828,241.0440216064453
Demand (GPM):
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

Node index:15
Pressure (psi):
