Node index:10
Keys:
0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1
0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1
1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1
1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1
0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1
0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0
0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0
0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1
0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1

Node index:159
Keys:
0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1
1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1
1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1
1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1
1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1
0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0
0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0
0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0
0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0
0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1
0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1
